,exp1 SurvShapExplainer CoxPHSurvivalAnalysis,exp1 SurvShapExplainer RandomSurvivalForest,exp1 SurvShapExplainer DeepHitSingle,exp1_mean DeepLiftExplainer DeepHitSingle,exp1_median DeepLiftExplainer DeepHitSingle,exp1_zero DeepLiftExplainer DeepHitSingle,exp1 DeepLiftShapExplainer DeepHitSingle,exp1 IGExplainer DeepHitSingle,metabric SurvShapExplainer CoxPHSurvivalAnalysis,metabric SurvShapExplainer RandomSurvivalForest,metabric SurvShapExplainer DeepHitSingle,metabric_mean DeepLiftExplainer DeepHitSingle,metabric_median DeepLiftExplainer DeepHitSingle,metabric_zero DeepLiftExplainer DeepHitSingle,metabric DeepLiftShapExplainer DeepHitSingle,metabric IGExplainer DeepHitSingle
0,2.5613689689998864,10.585524858001008,1.6231139230003464,0.3850924530015618,0.45197722499869997,0.6078624309993756,2.302496414999041,1.0554406189985457,75.1350909440007,177.30255750200013,22.591856523999013,0.7561366469999484,0.39356132700049784,0.5904652380013431,2.997531932000129,0.8950349280021328
1,2.5200871890010603,10.316210584001965,1.4827786080022634,0.48188147399923764,0.350663003999216,0.5123980690004828,3.3191783869988285,0.9024816239980282,83.16401095699985,176.20593540200207,22.64653834300043,0.531502112000453,0.4939033750015369,0.4950487759997486,3.0351835289984592,0.8387875170010375
2,2.5808236789998773,10.295042800000374,1.5164037690010446,0.3848879460019816,0.44895758599886904,0.671746850002819,2.9720990159985377,1.0252554689977842,86.0672062900012,176.3230597820002,22.911996369999542,0.4534976100003405,0.4887623619979422,0.4162405880015285,2.8918797229998745,0.9944259910007531
3,2.5764050489997317,10.234227953002119,1.456215001999226,0.46207498899821076,0.41643900299823144,0.5668460020024213,2.843245116997423,0.9102631579989975,85.98028975399939,186.58895800299797,22.91096986499906,0.4162069740013976,0.5011395799992897,0.4802520419980283,2.9726740709993464,0.8560053900000639
4,2.585601320999558,10.714176737001253,1.9684727570020186,0.3695508150012756,0.4280066809988057,0.767199290003191,2.558227495999745,0.7418063500008429,85.55325999100023,193.3572801090013,22.596443397000257,0.41948128399963025,0.3594346520003455,0.37186318800013396,2.8643917869994766,0.8339293479984917
5,2.6572593319979205,10.529349293999985,1.3919797980015574,0.3855906019998656,0.41547227899718564,0.41529806000107783,2.128949455000111,0.8496102450008038,83.21137045299838,189.91586570099753,22.91887886800032,0.41687965399978566,0.3777516010013642,0.19332648999989033,2.9315280379996693,0.7734932419989491
6,2.484492864998174,10.245733809002559,1.3412148439965677,0.4232692120021966,0.433152641999186,0.3819520860015473,2.2104672390014457,0.8441745579984854,81.11305994900249,190.1536521779999,22.770605716999853,0.37807918900216464,0.4459291570019559,0.5336991580006725,2.877981574001751,0.8208579689999169
7,2.469135773000744,10.274785952002276,1.383912994999264,0.42622635299994727,0.5889787569976761,0.363744467998913,3.310921579999558,0.9262699520004389,81.30335982300312,188.12077452500307,22.678848214000027,0.37984182500076713,0.40406062100009876,0.37113839000085136,2.8927108909992967,0.8055873610028357
8,2.471726571002364,10.539805180000258,1.364511825999216,0.38568608300192864,0.5971029969987285,0.34964936100004707,2.5802343689974805,1.4549907790024008,81.18363186699935,189.36194874300054,22.931849316999433,0.4720523169999069,0.49905696000132593,0.40782597699944745,2.8564586150023388,0.8430609310016735
9,2.590123167999991,10.245478644999821,1.422350868000649,0.4971895800008497,0.5915462820012181,0.3427973309990193,2.647926293000637,0.8654441340004269,81.20949178999945,188.56141177799873,22.935561436999706,0.5081911589986703,0.41371626399995876,0.41174365099868737,2.811036372997478,0.8753785410008277
